path	mode	kind	git_object_id	bytes	sha256	status	reason
requests/certs.py	100644	blob	be422c3e91e43bacf60ff3302688df0b28742333	429	67d49be35d009efea35054f2b2cd23145854eb1b2df1cb442ea7f2f04bf6de0c	included	
requests/compat.py	100644	blob	6776163c94f3d6f61b00d329d4061d6b02afeeb9	1451	cb19ed54e4841c632b9fb14daffdf61046a6d5934074f45d484d77ff2687cd39	included	
requests/cookies.py	100644	blob	bf54ab237e410603061b8cec8fd195912d3cfb08	18560	903de43447028fe9b16ed7f97c9b12693f3a786a046290f75f4092829ce5ec13	included	
requests/exceptions.py	100644	blob	e1cedf883d3eadcbfda91967d36b7c59b8367e76	3811	0e1bde1417255634d1c6145db95a4ef866cc60c203da09a374b7cd12a36923f5	included	
requests/help.py	100644	blob	8fbcd6560a8fe2c8a07e3bd1441a81e0db9cb689	3875	80f5f977f1fb5ddf3c6830017a386a1a097d075545453b79066898bcbdcfcc84	included	
requests/hooks.py	100644	blob	d181ba2ec2e55d274897315887b78fbdca757da8	733	0a2bb2b221c0dfd57951f702057148c7cdc8ac3a6ec1f37d45c4d482fdbc7ed4	included	
requests/models.py	100644	blob	3cd49f5bbad43e20340c40a1ca7b6cfab2901957	35222	3a257188e765873a5b668c6eb763a12ada58941ed65b888741c7ea495993e07e	included	
requests/packages.py	100644	blob	77c45c9e90cdf2bcd60eea3cac9c8cf56cca2c08	957	0d782ff852487336484e6bf4bc40408568f85bee4218220dfe4b2f811d7b0efb	included	
requests/sessions.py	100644	blob	6cb3b4dae397930fba60e4c08b25b9444783b6f7	30180	294a8971144ba2f35e7d4b3b49c39749454271f49ac93156b5b889ee03929532	included	
requests/status_codes.py	100644	blob	4bd072be9769748a852740d037d5c63021472c9d	4235	16f1e64f9b87fbfba29ad473e611fd5426eded557e35e8b627dba96de8fa8fc8	included	
requests/structures.py	100644	blob	188e13e4829591facb23ae0e2eda84b9807cb818	2912	f886e6855cf4e92fb968f499b94b6167afba0fd5ce8d1b935c739a6d8d38d573	excluded	heldout-source-file
